SCHUL_KND_SC_NM,FOND_SC_NM,SD_SCHUL_CODE,SCHUL_NM,ORG_TELNO,HMPG_ADRES,COEDU_SC_NM,HS_GNRL_BUSNS_SC_NM,SPCLY_PURPS_HS_ORD_NM,address,lng,lat
 초등학교 , 공립 ,7041145, 서울영동초등학교 , 02-2633-7450 , http://www.youngdong.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 국회대로53길 20 ,126.9075035,37.5269547
 초등학교 , 공립 ,7041144, 서울영남초등학교 , 02-861-7147 , http://www.seoulyeongnam.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 문성로 62-15 ,126.9094406,37.4754601
 초등학교 , 공립 ,7041143, 서울여의도초등학교 , 02-786-7823 , http://yeouido.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 여의대방로 439 ,126.9367273,37.5228875
 초등학교 , 공립 ,7041142, 서울안천초등학교 , 02-894-0858 , http://www.ancheon.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 한내로 69-16 ,126.8886079,37.4584165
 초등학교 , 공립 ,7041141, 서울신흥초등학교 , 02-894-5148 , http://sinheung.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 독산로36나길 21 ,126.9090032,37.4596608
 초등학교 , 공립 ,7041140, 서울신영초등학교 , 02-843-2964 , http://www.shinyoung.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 도신로4길 32 ,126.8957413,37.5005891
 초등학교 , 공립 ,7041139, 서울신미림초등학교 , 02-2676-8644 , http://www.sinmirim.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 신도림로 26 ,126.8794518,37.5069051
 초등학교 , 공립 ,7041138, 서울신도림초등학교 , 02-2677-2645 , sindorim.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 신도림로19길 44 ,126.8834103,37.5122317
 초등학교 , 공립 ,7041137, 서울신대림초등학교 , 02-849-0737 , http://sdr.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 대림로8길 25 ,126.90575,37.4920773
 초등학교 , 공립 ,7041136, 서울신구로초등학교 , 02-862-7192 , http://www.singuro.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 가마산로27길 69 ,126.8893557,37.4995381
 초등학교 , 공립 ,7041135, 서울시흥초등학교 , 02-892-4127 , http://www.seoulsiheung.es.kr/ , 남여공학 , 일반계 ,  ,서울특별시 금천구 독산로23길 26 ,126.9048694,37.4547929
 초등학교 , 공립 ,7041134, 서울세곡초등학교 , 02-2613-5275 , http://www.segok.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 고척로33길 34 ,126.8493064,37.5049033
 초등학교 , 공립 ,7041133, 서울선유초등학교 , 02-2068-7023 , http://www.seonyu.es.kr/ , 남여공학 , 해당없음 ,  ,서울특별시 영등포구 선유로43가길 14 ,126.8927991,37.5328637
 초등학교 , 공립 ,7041132, 서울백산초등학교 , 02-802-6475 , http://backsan.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 시흥대로38길 78 ,126.9052701,37.4466872
 초등학교 , 공립 ,7041131, 서울미래초등학교 , 02-868-1981 , http://www.mirae.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 새말로 73 ,126.8880525,37.5050582
 초등학교 , 공립 ,7041130, 서울문성초등학교 , 02-867-1669 , http://www.munsung.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 시흥대로 460 ,126.8993785,37.474691
 초등학교 , 공립 ,7041129, 서울문백초등학교 , 02-803-4155 , http://www.munbaek.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 시흥대로47길 43-1 ,126.899422,37.4470474
 초등학교 , 공립 ,7041128, 서울문래초등학교 , 02-2677-6861 , www.mullae.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 문래로 104 ,126.8932584,37.5186227
 초등학교 , 공립 ,7041127, 서울문교초등학교 , 02-896-0144 , http://www.mungyo.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 독산로54길 102 ,126.9087442,37.4665964
 초등학교 , 공립 ,7041126, 서울매봉초등학교 , 02-2683-3565 , http://www.maebong.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 고척로21길 55 ,126.8445071,37.504415
 초등학교 , 공립 ,7041125, 서울두산초등학교 , 02-804-1112 , http://www.doosan.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 범안로11길 3 ,126.8910212,37.4672063
 초등학교 , 공립 ,7041124, 서울동구로초등학교 , 02-853-2407 , http://dongguro.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 구로중앙로14길 43 ,126.8923729,37.4951063
 초등학교 , 공립 ,7041123, 서울독산초등학교 , 02-895-0535 , http://www.doksan.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 시흥대로104길 31 ,126.8999901,37.4653619
 초등학교 , 공립 ,7041122, 서울도신초등학교 , 02-835-1501 , http://www.doshin.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 도림로53길 32-9 ,126.9008562,37.4988437
 초등학교 , 공립 ,7041121, 서울도림초등학교 , 02-832-0590 , http://www.seouldorim.es.kr/index.do , 남여공학 , 일반계 ,  ,서울특별시 영등포구 가마산로65길 22 ,126.906998,37.5080913
 초등학교 , 공립 ,7041120, 서울덕의초등학교 , 02-2685-0928 , http://www.dukeui.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 고척로 213 ,126.8568177,37.5062918
 초등학교 , 공립 ,7041119, 서울대영초등학교 , 02-846-1996 , http://www.daeyoung.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 신길로23길 43 ,126.9062418,37.5025519
 초등학교 , 공립 ,7041118, 서울대방초등학교 , 02-833-0083 , www.sdaebang.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 여의대방로35길 14 ,126.919292,37.502645
 초등학교 , 공립 ,7041117, 서울대동초등학교 , 070-8644-8504 , http://www.sdaedong.es.kr , 남여공학 , 해당없음 ,  ,서울특별시 영등포구 대림로21길 6 ,126.9003476,37.4934237
 초등학교 , 공립 ,7041116, 서울대길초등학교 , 02-842-4500 , http://idaegil.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 대방천로 206 ,126.9132179,37.498012
 초등학교 , 공립 ,7041115, 서울당중초등학교 , 02-2633-1416 , http://www.dangjung.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 선유로 131 ,126.8898637,37.5263307
 초등학교 , 공립 ,7041114, 서울당서초등학교 , 02-2675-4532 , http://dangseo.es.kr/ , 남여공학 , 일반계 ,  ,서울특별시 영등포구 당산로 187 ,126.899669,37.5319548
 초등학교 , 공립 ,7041113, 서울당산초등학교 , 02-2633-1046 , http://www.dangsan.es.kr , 남여공학 , 일반계 ,  ,서울특별시 영등포구 선유로55길 32 ,126.8963628,37.539799
 초등학교 , 공립 ,7041112, 서울금천초등학교 , 02-802-4970 , http://www.kumcheon.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 탑골로5길 60 ,126.9126684,37.4547748
 초등학교 , 공립 ,7041111, 서울금산초등학교 , 02-806-0254 , http://www.gumsan.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 시흥대로24길 57 ,126.9081163,37.4413613
 초등학교 , 공립 ,7041110, 서울금동초등학교 , 02-809-2125 , http://geumdong.sen.es.kr/ , 남여공학 , 일반계 ,  ,서울특별시 금천구 금하로30길 53 ,126.916411,37.4476278
 초등학교 , 공립 ,7041109, 서울구일초등학교 , 02-869-9101 , http://guil.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 구일로 68 ,126.8729563,37.4928322
 초등학교 , 공립 ,7041108, 서울구로초등학교 , 02-861-1941 , http://www.guro.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 구로중앙로27나길 9 ,126.885906,37.49728
 초등학교 , 공립 ,7041107, 서울구로남초등학교 , 02-859-0501 , http://www.guronam.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 디지털로27길 76 ,126.8906576,37.4849264
 초등학교 , 공립 ,7041106, 서울고척초등학교 , 02-2618-6212 , http://gocheok.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 경서로 31 ,126.8570815,37.5008611
 초등학교 , 공립 ,7041105, 서울고원초등학교 , 02-2066-0960 , http://gowon.sen.es.kr , 남여공학 , 해당없음 ,  ,서울특별시 구로구 경인로46길 13 ,126.8658978,37.4974591
 초등학교 , 공립 ,7041104, 서울고산초등학교 , 02-2617-0591 , http://www.kohsan.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 중앙로 6 ,126.8655313,37.4992576
 초등학교 , 공립 ,7041103, 서울개웅초등학교 , 02-2683-1291 , http://www.gaewoong.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 개봉로11길 98 ,126.8501221,37.4885845
 초등학교 , 공립 ,7041102, 서울개봉초등학교 , 02-2612-6058 , seoulgaebong.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 개봉로16길 30-11 ,126.8583927,37.489764
 초등학교 , 공립 ,7041101, 서울개명초등학교 , 02-2684-5117 , http://kaemyong.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 구로구 개봉로1다길 16-9 ,126.850571,37.4829033
 초등학교 , 공립 ,7041100, 서울가산초등학교 , 02-864-3206 , www.gasan.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 남부순환로 1304-11 ,126.8964676,37.4781329
 초등학교 , 사립 ,7041099, 동광초등학교 , 02-891-0151 , http://www.dongke.es.kr , 남여공학 , 일반계 ,  ,서울특별시 금천구 탑골로10길 45 ,126.9164583,37.4513947
 초등학교 , 공립 ,7031285, 서울어울초등학교 , 02-355-4921 , http:// , 남여공학 , 해당없음 ,  ,서울특별시 은평구 통일로 650 ,126.9350262,37.6058753
 초등학교 , 공립 ,7031278, 서울가재울초등학교 , 02-300-8600 , http://www.gajaeul.es.kr , 남여공학 , 해당없음 ,  ,서울특별시 서대문구 모래내로15길 61 ,126.9183896,37.5737646
 방송통신중학교 , 공립 ,7031272, 아현중학교부설방송통신중학교 , 02-363-1830 , http://ahyeon.ms.kr , 남여공학 ,  ,  ,서울특별시 마포구 마포대로 247 ,126.9568609,37.5564325
 중학교 , 공립 ,7031261, 가재울중학교 , 02-726-1700 , http://gajaeul.sen.ms.kr , 남여공학 , 해당없음 ,  ,서울특별시 서대문구 수색로 100-75 ,126.9100924,37.575265
 초등학교 , 공립 ,7031232, 서울은빛초등학교 , 02-388-4923 , http://www.ev.es.kr , 남여공학 , 해당없음 ,  ,서울특별시 은평구 진관3로 73-17 ,126.9190689,37.6426272
 초등학교 , 공립 ,7031231, 서울하늘초등학교 , 02-305-7762 , http://www.sky.es.kr/ , 남여공학 , 해당없음 ,  ,서울특별시 마포구 월드컵북로 502-14 ,126.8809568,37.5855795
 초등학교 , 공립 ,7031230, 서울수리초등학교 , 02-353-9400 , http://www.suri.es.kr , 남여공학 , 해당없음 ,  ,서울특별시 은평구 불광로14길 10-10 ,126.9338227,37.6195691
 중학교 , 사립 ,7031223, 홍익대학교사범대학부속여자중학교 , 02-331-7403 , http://hongikg.sen.ms.kr , 여 , 일반계 ,  ,서울특별시 마포구 성미산로 51 ,126.9130886,37.5599481
 중학교 , 공립 ,7031222, 홍은중학교 , 02-3216-0512 , http://www.hongeun.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 연희로41길 94 ,126.9352257,37.5926681
 중학교 , 사립 ,7031221, 한성중학교 , 02-365-4942 , http://www.hanseong.ms.kr , 남 , 일반계 ,  ,서울특별시 서대문구 북아현로1길 24 ,126.954598,37.5596202
 중학교 , 사립 ,7031220, 충암중학교 , 070-5002-8740 , http://www.choongam.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 가좌로5길 5 ,126.9218823,37.5851225
 중학교 , 공립 ,7031219, 창천중학교 , 02-701-9595 , http://www.changchun.ms.kr , 남여공학 , 해당없음 ,  ,서울특별시 마포구 백범로1길 56 ,126.939204,37.5548966
 중학교 , 공립 ,7031218, 진관중학교 , 02-383-5378 , http://www.jingwan.ms.kr , 남여공학 , 해당없음 ,  ,서울특별시 은평구 진관4로 36 ,126.9255881,37.6439301
 중학교 , 공립 ,7031217, 증산중학교 , 02-303-9294 , http://www.jeungsan.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 증산로5길 27-30 ,126.9039621,37.5833806
 중학교 , 사립 ,7031216, 중앙여자중학교 , 02-362-3063 , http://jungang1940.ms.kr , 여 , 일반계 ,  ,서울특별시 서대문구 북아현로11가길 7 ,126.9528935,37.5617225
 중학교 , 공립 ,7031215, 중암중학교 , 02-309-5778 , http://joongam.sen.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 월드컵북로38길 25 ,126.9034996,37.5724559
 중학교 , 사립 ,7031214, 정원여자중학교 , 02-394-6301 , http://www.jungwon.ms.kr , 여 , 일반계 ,  ,서울특별시 서대문구 연희로37안길 51 ,126.9334638,37.5852097
 중학교 , 사립 ,7031213, 인창중학교 , 02-300-4567 , http://ic.ms.kr/ , 남 , 일반계 ,  ,서울특별시 서대문구 경기대로 65 ,126.9639997,37.5648119
 중학교 , 공립 ,7031212, 인왕중학교 , 02-396-5406 , http://www.inwang.ms.kr , 남여공학 , 해당없음 ,  ,서울특별시 서대문구 세검정로4길 ,126.9527438,37.5910047
 중학교 , 사립 ,7031211, 이화여자대학교사범대학부속이화·금란중학교 , 02-392-6175 , http://ewha.sen.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 성산로 520 ,126.9446219,37.5631536
 중학교 , 공립 ,7031210, 은평중학교 , 02-382-3545 , http://www.eunpyeong.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 갈현로17나길 12-1 ,126.9084762,37.6107416
 중학교 , 사립 ,7031209, 예일여자중학교 , 02-380-0905 , http://yale.ms.kr , 여 , 일반계 ,  ,서울특별시 은평구 연서로 117 ,126.9152792,37.6102367
 중학교 , 사립 ,7031208, 영락중학교 , 02-388-4033 , http://yn.sen.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 백련산로 134-6 ,126.9252353,37.5968214
 중학교 , 공립 ,7031207, 연희중학교 , 02-372-2992 , http://yonhi.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 증가로 170 ,126.9188858,37.5793735
 중학교 , 공립 ,7031206, 연천중학교 , 02-354-0514 , http://yonchon.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 연서로41길 30 ,126.9258704,37.627471
 중학교 , 공립 ,7031205, 연신중학교 , 02-383-7831 , http://www.yonsin.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 연서로33길 16-32 ,126.9247715,37.6235416
 중학교 , 공립 ,7031204, 연서중학교 , 02-6715-8000 , http://www.yeonseo.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 증산서길 125-6 ,126.9097281,37.5870471
 중학교 , 공립 ,7031203, 연북중학교 , 02-332-7378 , http://www.yeonbuk.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 연희로36길 32 ,126.9384752,37.577542
 중학교 , 공립 ,7031202, 아현중학교 , 02-363-1813 , http://ahyeon.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 마포대로 247 ,126.9568609,37.5564325
 중학교 , 공립 ,7031201, 신연중학교 , 02-379-4317 , http://www.sinyeon.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 모래내로 408 ,126.939525,37.5825522
 중학교 , 공립 ,7031200, 신수중학교 , 02-717-6004 , www.sinsu.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 신수로 49 ,126.9335743,37.5464933
 중학교 , 공립 ,7031199, 신도중학교 , 02-389-4330 , http://www.shindo.ms.kr , 남여공학 , 해당없음 ,  ,서울특별시 은평구 진관1로 77-30 ,126.9308679,37.6328955
 중학교 , 사립 ,7031198, 숭실중학교 , 02-373-7641 , http://www.soongsilm.net , 남 , 일반계 ,  ,서울특별시 은평구 은평터널로7길 6 ,126.903955,37.5931297
 중학교 , 사립 ,7031197, 숭문중학교 , 02-715-4463 , http://www.soongmoon.ms.kr , 남 , 일반계 ,  ,서울특별시 마포구 숭문길 99 ,126.9453464,37.5511042
 중학교 , 공립 ,7031196, 성서중학교 , 02-3140-7100 , http://www.sungseo.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 성산로4길 42 ,126.9085996,37.5627449
 중학교 , 공립 ,7031195, 성산중학교 , 02-332-0306 , http://sungsan.ms.kr/ , 남여공학 , 일반계 ,  ,서울특별시 마포구 성지1길 32-13 ,126.9160985,37.5474965
 중학교 , 공립 ,7031194, 성사중학교 , 02-373-8002 , http://www.sungsa.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 모래내로9길 16 ,126.9132736,37.5682483
 중학교 , 사립 ,7031193, 선정중학교 , 02-3156-1400 , http://www.sunjung.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 서오릉로20길 19 ,126.908738,37.6184027
 중학교 , 사립 ,7031192, 선일여자중학교 , 02-355-0161 , http://www.sunil.ms.kr , 여 , 일반계 ,  ,서울특별시 은평구 갈현로29길 27 ,126.9126858,37.6195564
 중학교 , 공립 ,7031191, 서울여자중학교 , 02-716-5041 , http://www.seoul.ms.kr , 여 , 일반계 ,  ,서울특별시 마포구 백범로25길 34 ,126.9486291,37.5478267
 중학교 , 공립 ,7031190, 서연중학교 , 02-332-7376 , http://seoyun.sen.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 연희로11마길 9-6 ,126.9275941,37.568172
 중학교 , 공립 ,7031189, 상암중학교 , 02-375-5300 , http://sangam.ms.kr , 남여공학 , 해당없음 ,  ,서울특별시 마포구 상암산로1길 26 ,126.8878582,37.5790853
 중학교 , 공립 ,7031188, 상신중학교 , 02-305-5136 , www.sangsin.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 증산로15길 61 ,126.9066519,37.589902
 중학교 , 공립 ,7031187, 불광중학교 , 02-384-6591 , http://bulgwang.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 불광로 180 ,126.9321295,37.6231128
 중학교 , 사립 ,7031186, 명지중학교 , 02-302-7072 , http://www.myongji.sen.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 명지2길 56 ,126.9268943,37.5846005
 중학교 , 사립 ,7031185, 동명여자중학교 , 02-363-5043 , http://www.dongmyunggirls.ms.kr , 여 , 일반계 ,  ,서울특별시 서대문구 독립문로 49 ,126.9624531,37.5685917
 중학교 , 사립 ,7031184, 동도중학교 , 02-716-5391 , http://www.dong-do.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 백범로 139 ,126.9474715,37.5464558
 중학교 , 공립 ,7031183, 덕산중학교 , 02-3146-7200 , http://www.duksan.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 가좌로 400 ,126.9044906,37.6021629
 중학교 , 사립 ,7031182, 대성중학교 , 02-6252-1100 , http://www.dsms.ms.kr , 남 , 일반계 ,  ,서울특별시 은평구 갈현로29길 51-24 ,126.9096075,37.6224653
 중학교 , 공립 ,7031181, 구산중학교 , 02-389-8785 , http://gusanjung.ms.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 갈현로15길 20-23 ,126.9089102,37.6097184
 중학교 , 사립 ,7031180, 광성중학교 , 02-703-3456 , http://www.kwangsung.ms.kr , 남 , 일반계 ,  ,서울 마포구 신수로8길 20 ,126.9364068,37.5486453
 중학교 , 사립 ,7031179, 경성중학교 , 02-3140-1114 , http://www.gyeongseong.ms.kr , 남 , 일반계 ,  ,서울특별시 마포구 성미산로 111 ,126.9193604,37.5629881
 초등학교 , 사립 ,7031177, 홍익대학교사범대학부속초등학교 , 02-336-3500 , http://hongik.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 성미산로 51 ,126.9130886,37.5599481
 초등학교 , 사립 ,7031176, 충암초등학교 , 02-302-2430 , http://www.choongam.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 가좌로5길 5 ,126.9218823,37.5851225
 초등학교 , 사립 ,7031175, 추계초등학교 , 02-312-7701 , http://www.chugye.es.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 북아현로11가길 7 ,126.9528935,37.5617225
 초등학교 , 사립 ,7031174, 이화여자대학교사범대학부속초등학교 , 02-363-5555 , http://www.ewha.net , 남여공학 , 일반계 ,  ,서울특별시 서대문구 성산로 512-39 ,126.9427825,37.5611548
 초등학교 , 사립 ,7031173, 은혜초등학교 , 02-355-3912 , http://www.eunhye.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 통일로78가길 20 ,126.9275503,37.6177823
 초등학교 , 사립 ,7031172, 예일초등학교 , 02-3800-777 , http://www.yale.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 연서로 117 ,126.9152792,37.6102367
 초등학교 , 사립 ,7031171, 알로이시오초등학교 , 02-387-5448 , http://www.aloysius.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 백련산로14길 20-11 ,126.9277834,37.5976014
 초등학교 , 사립 ,7031170, 선일초등학교 , 02-355-0160 , http://www.sunil.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 갈현로29길 27 ,126.9126858,37.6195564
 초등학교 , 공립 ,7031169, 서울홍제초등학교 , 02-396-7235 , www.hongje.es.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 홍은중앙로 13 ,126.9447983,37.5931685
 초등학교 , 공립 ,7031168, 서울홍은초등학교 , 02-391-2196 , http://hongeun.es.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 세검정로 105 ,126.9496518,37.5975007
 초등학교 , 공립 ,7031167, 서울홍연초등학교 , 02-394-1802 , http://www.hyc.es.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 백련사길 55 ,126.930941,37.5818981
 초등학교 , 공립 ,7031166, 서울한서초등학교 , 02-716-4914 , http://www.hanseo.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 대흥로24바길 27 ,126.949781,37.5536486
 초등학교 , 공립 ,7031165, 서울창천초등학교 , 02-715-4667 , http://www.changchon.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 백범로1길 56 ,126.939204,37.5548966
 초등학교 , 공립 ,7031164, 서울창서초등학교 , 02-332-9532 , http://scs.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 연세로5나길 30-3 ,126.9338557,37.5577227
 초등학교 , 공립 ,7031163, 서울진관초등학교 , 02-386-3365 , http://www.jingwan.es.kr , 남여공학 , 해당없음 ,  ,서울특별시 은평구 진관4로 78-16 ,126.9291835,37.6452693
 초등학교 , 공립 ,7031162, 서울증산초등학교 , 02-373-6305 , http://jeungsancho.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 증산서길 61 ,126.9041897,37.5825268
 초등학교 , 공립 ,7031161, 서울중동초등학교 , 02-373-4835 , http://www.jungdong.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 월드컵북로 152 ,126.9112932,37.5666533
 초등학교 , 공립 ,7031160, 서울인왕초등학교 , 02-395-4094 , http://www.inwang.es.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 세무서길 33-9 ,126.9450778,37.5902156
 초등학교 , 공립 ,7031159, 서울응암초등학교 , 02-309-5555 , http://www.eungam.es.kr/ , 남여공학 , 일반계 ,  ,서울특별시 은평구 가좌로6길 20 ,126.9214742,37.5882994
 초등학교 , 공립 ,7031158, 서울은평초등학교 , 02-355-2578 , http://www.eunpyeong.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 은평로 239 ,126.934209,37.6020296
 초등학교 , 공립 ,7031157, 서울은진초등학교 , 02-351-3561 , http://www.eunjin.es.kr , 남여공학 , 해당없음 ,  ,서울특별시 은평구 진관1로 21-20 ,126.9204068,37.6323858
 초등학교 , 공립 ,7031156, 서울은명초등학교 , 02-359-9517 , http://www.em.es.kr , 남여공학 , 해당없음 ,  ,서울특별시 은평구 은평로4길 21-9 ,126.9183037,37.5976951
 초등학교 , 공립 ,7031155, 서울용강초등학교 , 02-715-1749 , http://www.yonggang.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 백범로17길 9 ,126.9437895,37.5483511
 초등학교 , 공립 ,7031154, 서울염리초등학교 , 02-715-4916 , http://www.yeomri.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 토정로37길 37 ,126.9462025,37.542543
 초등학교 , 공립 ,7031153, 서울연희초등학교 , 02-338-9919 , http://yeonhui.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 연희로 136 ,126.9339636,37.5692119
 초등학교 , 공립 ,7031152, 서울연천초등학교 , 02-357-3911 , http://yc1985.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 연서로34길 22 ,126.9294879,37.6208994
 초등학교 , 공립 ,7031151, 서울연은초등학교 , 02-372-6999 , http://www.yeoneun.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 백련산로2길 35 ,126.9250676,37.5903775
 초등학교 , 공립 ,7031150, 서울연신초등학교 , 02-387-0373 , http://www.yeonsin.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 연서로 347 ,126.9282886,37.6263217
 초등학교 , 공립 ,7031149, 서울연광초등학교 , 02-353-5141 , http://www.yeonkwang.es.kr , 남여공학 , 해당없음 ,  ,서울특별시 은평구 연서로35길 37 ,126.9240864,37.6239138
 초등학교 , 공립 ,7031148, 서울연가초등학교 , 02-372-3044 , http://www.yeonga.es.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 증가로12가길 49-50 ,126.9178272,37.5797693
 초등학교 , 공립 ,7031147, 서울역촌초등학교 , 02-352-2245 , http://yeokchon.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 은평로3길 25 ,126.9142586,37.6017576
 초등학교 , 공립 ,7031146, 서울안산초등학교 , 02-737-4265 , http://www.ansan.es.kr , 남여공학 , 일반계 ,  ,서울특별시 서대문구 통일로 321 ,126.9517535,37.5792645
 초등학교 , 공립 ,7031145, 서울아현초등학교 , 02-313-5845 , http://ahyun.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 굴레방로 6 ,126.9563623,37.5556622
 초등학교 , 공립 ,7031144, 서울신석초등학교 , 02-715-3669 , http://sinseok.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 대흥로 33 ,126.9379178,37.5442438
 초등학교 , 공립 ,7031143, 서울신사초등학교 , 02-373-9356 , http://www.shinsa.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 가좌로 275-2 ,126.9121367,37.5927098
 초등학교 , 공립 ,7031142, 서울신북초등학교 , 02-303-6884 , http://www.sinbuk.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 월드컵북로38길 26 ,126.9051137,37.5712274
 초등학교 , 공립 ,7031141, 서울신도초등학교 , 02-352-3692 , http://www.sindo.es.kr , 남여공학 , 해당없음 ,  ,서울특별시 은평구 진관1로 77-23 ,126.9292019,37.6329345
 초등학교 , 공립 ,7031140, 서울수색초등학교 , 02-372-8286 , http://www.susaek.es.kr , 남여공학 , 일반계 ,  ,서울특별시 은평구 수색로16길 21 ,126.8956726,37.5850333
 초등학교 , 공립 ,7031139, 서울소의초등학교 , 02-362-6571 , http://www.soeui.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 마포대로24길 42 ,126.9606729,37.5525105
 초등학교 , 공립 ,7031138, 서울성원초등학교 , 02-305-7201 , http://sungwon.sen.es.kr , 남여공학 , 일반계 ,  ,서울특별시 마포구 월드컵로36길 34 ,126.9052751,37.5671653
